id,name,slug,generation,habitat,shape,color,capture_rate,base_happiness,gender_rate,is_baby,is_legendary,is_mythical,flavor_text_en,sourceUrl
21,spearow,spearow,generation-i,rough-terrain,wings,brown,255,70,4,False,False,False,"It flaps its small wings busily to fly. Using its beak, it searches in grass for prey.",https://pokeapi.co/api/v2/pokemon-species/21
22,fearow,fearow,generation-i,rough-terrain,wings,brown,90,70,4,False,False,False,"With its huge and magnificent wings, it can keep aloftwithout ever having to land for rest.",https://pokeapi.co/api/v2/pokemon-species/22
23,ekans,ekans,generation-i,grassland,squiggle,purple,255,70,4,False,False,False,"Moves silently and stealthily. Eats the eggs ofbirds, such as PIDGEY and SPEAROW, whole.",https://pokeapi.co/api/v2/pokemon-species/23
24,arbok,arbok,generation-i,grassland,squiggle,purple,90,70,4,False,False,False,It is rumored that the ferocious warning markingson its belly differ from area to area.,https://pokeapi.co/api/v2/pokemon-species/24
25,pikachu,pikachu,generation-i,forest,quadruped,yellow,190,70,4,False,False,False,"When several of these POKéMON gather, theirelectricity could build and cause lightning storms.",https://pokeapi.co/api/v2/pokemon-species/25
26,raichu,raichu,generation-i,forest,upright,yellow,75,70,4,False,False,False,Its long tail serves as a ground to protect itself from its own high-voltage power.,https://pokeapi.co/api/v2/pokemon-species/26
27,sandshrew,sandshrew,generation-i,rough-terrain,upright,yellow,255,70,4,False,False,False,Burrows deep underground in arid locationsfar from water. It only emerges to hunt for food.,https://pokeapi.co/api/v2/pokemon-species/27
28,sandslash,sandslash,generation-i,rough-terrain,upright,yellow,90,70,4,False,False,False,Curls up into a spiny ball when threatened. Itcan roll while curled up to attack or escape.,https://pokeapi.co/api/v2/pokemon-species/28
29,nidoran-f,nidoran_f,generation-i,grassland,quadruped,blue,235,70,8,False,False,False,"Although small, its venomous barbs render thisPOKéMON dangerous. The female has smaller horns.",https://pokeapi.co/api/v2/pokemon-species/29
30,nidorina,nidorina,generation-i,grassland,quadruped,blue,120,70,8,False,False,False,The female's horn develops slowly. Prefers physicalattacks such as clawing and biting.,https://pokeapi.co/api/v2/pokemon-species/30
31,nidoqueen,nidoqueen,generation-i,grassland,upright,blue,45,70,8,False,False,False,Its hard scales provide strong protection. Ituses its hefty bulk to execute powerful moves.,https://pokeapi.co/api/v2/pokemon-species/31
32,nidoran-m,nidoran_m,generation-i,grassland,quadruped,purple,235,70,0,False,False,False,"Stiffens its ears to sense danger. The larger itshorns, the more powerful its secreted venom.",https://pokeapi.co/api/v2/pokemon-species/32
33,nidorino,nidorino,generation-i,grassland,quadruped,purple,120,70,0,False,False,False,An aggressive POKéMON that is quick to attack.The horn on its head secretes a powerful venom.,https://pokeapi.co/api/v2/pokemon-species/33
34,nidoking,nidoking,generation-i,grassland,upright,purple,45,70,0,False,False,False,"It uses its powerful tail in battle to smash,constrict, then break the prey's bones.",https://pokeapi.co/api/v2/pokemon-species/34
35,clefairy,clefairy,generation-i,mountain,upright,pink,150,140,6,False,False,False,Its magical and cute appeal has many admirers.It is rare and found only in certain areas.,https://pokeapi.co/api/v2/pokemon-species/35
36,clefable,clefable,generation-i,mountain,upright,pink,25,140,6,False,False,False,A timid fairy POKéMON that is rarely seen. Itwill run and hide the moment it senses people.,https://pokeapi.co/api/v2/pokemon-species/36
37,vulpix,vulpix,generation-i,grassland,quadruped,brown,190,70,6,False,False,False,"At the time of birth, it has just one tail.The tail splits from its tip as it grows older.",https://pokeapi.co/api/v2/pokemon-species/37
38,ninetales,ninetales,generation-i,grassland,quadruped,yellow,75,70,6,False,False,False,Very smart and very vengeful. Grabbing one ofits many tails could result in a 1000-year curse.,https://pokeapi.co/api/v2/pokemon-species/38
39,jigglypuff,jigglypuff,generation-i,grassland,humanoid,pink,170,70,6,False,False,False,"When its huge eyes light up, it sings a mysteriouslysoothing melody that lulls its enemies to sleep.",https://pokeapi.co/api/v2/pokemon-species/39
40,wigglytuff,wigglytuff,generation-i,grassland,humanoid,pink,50,70,6,False,False,False,"The body is soft and rubbery. When angered, it willsuck in air and inflate itself to an enormous size.",https://pokeapi.co/api/v2/pokemon-species/40
41,zubat,zubat,generation-i,cave,wings,purple,255,70,4,False,False,False,Forms colonies in perpetually dark places. Usesultrasonic waves to identify and approach targets.,https://pokeapi.co/api/v2/pokemon-species/41
42,golbat,golbat,generation-i,cave,wings,purple,90,70,4,False,False,False,"Once it strikes, it will not stop draining energyfrom the victim even if it gets too heavy to fly.",https://pokeapi.co/api/v2/pokemon-species/42
43,oddish,oddish,generation-i,grassland,legs,blue,255,70,4,False,False,False,"During the day, it keeps its face buried in theground. At night, it wanders around sowing its seeds.",https://pokeapi.co/api/v2/pokemon-species/43
44,gloom,gloom,generation-i,grassland,humanoid,blue,120,70,4,False,False,False,The fluid that oozes from its mouth isn't drool.It is a nectar that is used to attract prey.,https://pokeapi.co/api/v2/pokemon-species/44
45,vileplume,vileplume,generation-i,grassland,humanoid,red,45,70,4,False,False,False,"It has the world’s largest petals. With every step, the petals shake out heavy clouds of toxic pollen.",https://pokeapi.co/api/v2/pokemon-species/45
46,paras,paras,generation-i,forest,armor,red,190,70,4,False,False,False,Burrows to suck tree roots. The mushrooms on itsback grow by draw­ ing nutrients from the bug host.,https://pokeapi.co/api/v2/pokemon-species/46
47,parasect,parasect,generation-i,forest,armor,red,75,70,4,False,False,False,A host-parasite pair in which the parasite mushroomhas taken over the host bug. Prefers damp places.,https://pokeapi.co/api/v2/pokemon-species/47
48,venonat,venonat,generation-i,forest,humanoid,purple,190,70,4,False,False,False,Lives in the shadows of tall trees where iteats insects. It is attracted by light at night.,https://pokeapi.co/api/v2/pokemon-species/48
49,venomoth,venomoth,generation-i,forest,bug-wings,purple,75,70,4,False,False,False,The dustlike scales covering its wings are color-coded to indicate the kinds of poison it has.,https://pokeapi.co/api/v2/pokemon-species/49
50,diglett,diglett,generation-i,cave,blob,brown,255,70,4,False,False,False,Lives about one yard underground where it feeds onplant roots. It sometimes appears above ground.,https://pokeapi.co/api/v2/pokemon-species/50
51,dugtrio,dugtrio,generation-i,cave,heads,brown,50,70,4,False,False,False,A team of DIGLETT triplets. It triggers hugeearthquakes by burrowing 60 miles underground.,https://pokeapi.co/api/v2/pokemon-species/51
52,meowth,meowth,generation-i,urban,quadruped,yellow,255,70,4,False,False,False,It washes its face regularly to keep the coin on its forehead spotless. It doesn’t get along with Galarian Meowth.,https://pokeapi.co/api/v2/pokemon-species/52
53,persian,persian,generation-i,urban,quadruped,yellow,90,70,4,False,False,False,"Although its fur has many admirers, it is tough toraise as a pet because of its fickle meanness.",https://pokeapi.co/api/v2/pokemon-species/53
54,psyduck,psyduck,generation-i,waters-edge,upright,yellow,190,70,4,False,False,False,"While lulling its enemies with its vacant look, thiswily POKéMON will use psychokinetic powers.",https://pokeapi.co/api/v2/pokemon-species/54
55,golduck,golduck,generation-i,waters-edge,upright,blue,75,70,4,False,False,False,"Often seen swim­ ming elegantly by lake shores. Itis often mistaken for the Japanese monster, Kappa.",https://pokeapi.co/api/v2/pokemon-species/55
56,mankey,mankey,generation-i,mountain,upright,brown,190,70,4,False,False,False,Extremely quick to anger. It could be docile onemoment then thrashing away the next instant.,https://pokeapi.co/api/v2/pokemon-species/56
57,primeape,primeape,generation-i,mountain,upright,brown,75,70,4,False,False,False,Always furious and tenacious to boot. It will notabandon chasing its quarry until it is caught.,https://pokeapi.co/api/v2/pokemon-species/57
58,growlithe,growlithe,generation-i,grassland,quadruped,brown,190,70,2,False,False,False,Very protective of its territory. It will bark andbite to repel intruders from its space.,https://pokeapi.co/api/v2/pokemon-species/58
59,arcanine,arcanine,generation-i,grassland,quadruped,brown,75,70,2,False,False,False,A POKéMON that has been admired since the pastfor its beauty. It runs agilely as if on wings.,https://pokeapi.co/api/v2/pokemon-species/59
60,poliwag,poliwag,generation-i,waters-edge,legs,blue,255,70,4,False,False,False,Its newly grown legs prevent it from running. Itappears to prefer swimming than trying to stand.,https://pokeapi.co/api/v2/pokemon-species/60
61,poliwhirl,poliwhirl,generation-i,waters-edge,humanoid,blue,120,70,4,False,False,False,"Capable of living in or out of water. When outof water, it sweats to keep its body slimy.",https://pokeapi.co/api/v2/pokemon-species/61
62,poliwrath,poliwrath,generation-i,waters-edge,humanoid,blue,45,70,4,False,False,False,An adept swimmer at both the front crawl and breaststroke. Easily overtakes the best human swimmers.,https://pokeapi.co/api/v2/pokemon-species/62
63,abra,abra,generation-i,urban,upright,brown,200,70,2,False,False,False,"Using its ability to read minds, it will identifyimpending danger and TELEPORT to safety.",https://pokeapi.co/api/v2/pokemon-species/63
64,kadabra,kadabra,generation-i,urban,upright,brown,100,70,2,False,False,False,It emits special alpha waves from its body thatinduce headaches just by being close by.,https://pokeapi.co/api/v2/pokemon-species/64
65,alakazam,alakazam,generation-i,urban,humanoid,brown,50,70,2,False,False,False,"Its brain can out­ perform a super­ computer.Its intelligence quotient is said to be 5,000.",https://pokeapi.co/api/v2/pokemon-species/65
66,machop,machop,generation-i,mountain,upright,gray,180,70,2,False,False,False,Loves to build its muscles. It trains in allstyles of martial arts to become even stronger.,https://pokeapi.co/api/v2/pokemon-species/66
67,machoke,machoke,generation-i,mountain,humanoid,gray,90,70,2,False,False,False,"Its muscular body is so powerful, it must wear a powersave belt to be able to regulate its motions.",https://pokeapi.co/api/v2/pokemon-species/67
68,machamp,machamp,generation-i,mountain,humanoid,gray,45,70,2,False,False,False,"Using its heavy muscles, it throws powerful punchesthat can send the victim clear over the horizon.",https://pokeapi.co/api/v2/pokemon-species/68
69,bellsprout,bellsprout,generation-i,forest,humanoid,green,255,70,4,False,False,False,A carnivorous POKéMON that traps and eats bugs.It uses its root feet to soak up needed moisture.,https://pokeapi.co/api/v2/pokemon-species/69
70,weepinbell,weepinbell,generation-i,forest,blob,green,120,70,4,False,False,False,It spits out POISONPOWDER to immobilize theenemy and then finishes it with a spray of ACID.,https://pokeapi.co/api/v2/pokemon-species/70
71,victreebel,victreebel,generation-i,forest,blob,green,45,70,4,False,False,False,"Said to live in huge colonies deep in jungles,although no one has ever returned from there.",https://pokeapi.co/api/v2/pokemon-species/71
72,tentacool,tentacool,generation-i,sea,tentacles,blue,190,70,4,False,False,False,Drifts in shallow seas. Anglers who hook them byaccident are often punished by its stinging acid.,https://pokeapi.co/api/v2/pokemon-species/72
73,tentacruel,tentacruel,generation-i,sea,tentacles,blue,60,70,4,False,False,False,"The tentacles are normally kept short. On hunts,they are extended to ensnare and immobilize prey.",https://pokeapi.co/api/v2/pokemon-species/73
74,geodude,geodude,generation-i,mountain,arms,brown,255,70,4,False,False,False,"Found in fields and mountains. Mistaking themfor boulders, people often step or trip on them.",https://pokeapi.co/api/v2/pokemon-species/74
75,graveler,graveler,generation-i,mountain,humanoid,brown,120,70,4,False,False,False,Rolls down slopes to move. It rolls over any obstaclewithout slowing or changing its direction.,https://pokeapi.co/api/v2/pokemon-species/75
76,golem,golem,generation-i,mountain,humanoid,brown,45,70,4,False,False,False,Its boulder-like body is extremely hard. It caneasily withstand dynamite blasts without damage.,https://pokeapi.co/api/v2/pokemon-species/76
77,ponyta,ponyta,generation-i,grassland,quadruped,yellow,190,70,4,False,False,False,Its hooves are 10 times harder than diamonds. It cantrample anything completely flat in little time.,https://pokeapi.co/api/v2/pokemon-species/77
78,rapidash,rapidash,generation-i,grassland,quadruped,yellow,60,70,4,False,False,False,"Very competitive, this POKéMON will chase anythingthat moves fast in the hopes of racing it.",https://pokeapi.co/api/v2/pokemon-species/78
79,slowpoke,slowpoke,generation-i,waters-edge,quadruped,pink,190,70,4,False,False,False,Incredibly slow and dopey. It takes 5 secondsfor it to feel pain when under attack.,https://pokeapi.co/api/v2/pokemon-species/79
80,slowbro,slowbro,generation-i,waters-edge,upright,pink,75,70,4,False,False,False,The SHELLDER that is latched onto SLOWPOKE's tailis said to feed on the host's left over scraps.,https://pokeapi.co/api/v2/pokemon-species/80
81,magnemite,magnemite,generation-i,rough-terrain,arms,gray,190,70,-1,False,False,False,Uses anti-gravity to stay suspended. Appears withoutwarning and uses THUNDER WAVE and similar moves.,https://pokeapi.co/api/v2/pokemon-species/81
82,magneton,magneton,generation-i,rough-terrain,heads,gray,60,70,-1,False,False,False,Formed by several MAGNEMITEs linked together. Theyfrequently appear when sunspots flare up.,https://pokeapi.co/api/v2/pokemon-species/82
83,farfetchd,farfetchd,generation-i,grassland,wings,brown,45,70,4,False,False,False,The sprig of green onions it holds is itsweapon. It is used much like a metal sword.,https://pokeapi.co/api/v2/pokemon-species/83
84,doduo,doduo,generation-i,grassland,legs,brown,190,70,4,False,False,False,A bird that makes up for its poor flying with itsfast foot speed. Leaves giant footprints.,https://pokeapi.co/api/v2/pokemon-species/84
85,dodrio,dodrio,generation-i,grassland,legs,brown,45,70,4,False,False,False,"Uses its three brains to execute complex plans.While two heads sleep, one head stays awake.",https://pokeapi.co/api/v2/pokemon-species/85
86,seel,seel,generation-i,sea,fish,white,190,70,4,False,False,False,The protruding horn on its head is very hard.It is used for bashing through thick ice.,https://pokeapi.co/api/v2/pokemon-species/86
87,dewgong,dewgong,generation-i,sea,fish,white,75,70,4,False,False,False,Stores thermal energy in its body. Swims at asteady 8 knots even in intensely cold waters.,https://pokeapi.co/api/v2/pokemon-species/87
88,grimer,grimer,generation-i,urban,arms,purple,190,70,4,False,False,False,Appears in filthy areas. Thrives by sucking uppolluted sludge that is pumped out of factories.,https://pokeapi.co/api/v2/pokemon-species/88
89,muk,muk,generation-i,urban,arms,purple,75,70,4,False,False,False,"Thickly covered with a filthy, vile sludge. Itis so toxic, even its footprints contain poison.",https://pokeapi.co/api/v2/pokemon-species/89
90,shellder,shellder,generation-i,sea,ball,purple,190,70,4,False,False,False,Its hard shell repels any kind of attack.It is vulnerable only when its shell is open.,https://pokeapi.co/api/v2/pokemon-species/90
91,cloyster,cloyster,generation-i,sea,ball,purple,60,70,4,False,False,False,"When attacked, it launches its horns in quickvolleys. Its innards have never been seen.",https://pokeapi.co/api/v2/pokemon-species/91
92,gastly,gastly,generation-i,cave,ball,purple,190,70,4,False,False,False,"Almost invisible, this gaseous POKéMON cloaksthe target and puts it to sleep without notice.",https://pokeapi.co/api/v2/pokemon-species/92
93,haunter,haunter,generation-i,cave,arms,purple,90,70,4,False,False,False,"Because of its ability to slip through blockwalls, it is said to be from an­ other dimension.",https://pokeapi.co/api/v2/pokemon-species/93
94,gengar,gengar,generation-i,cave,upright,purple,45,70,4,False,False,False,"Under a full moon, this POKéMON likes to mimicthe shadows of people and laugh at their fright.",https://pokeapi.co/api/v2/pokemon-species/94
95,onix,onix,generation-i,cave,squiggle,gray,45,70,4,False,False,False,"As it grows, the stone portions of its body hardento become similar to a diamond, but colored black.",https://pokeapi.co/api/v2/pokemon-species/95
96,drowzee,drowzee,generation-i,grassland,humanoid,yellow,190,70,4,False,False,False,Puts enemies to sleep then eats their dreams.Occasionally gets sick from eating bad dreams.,https://pokeapi.co/api/v2/pokemon-species/96
97,hypno,hypno,generation-i,grassland,humanoid,yellow,75,70,4,False,False,False,"When it locks eyes with an enemy, it will use a mix ofPSI moves such as HYPNOSIS and CONFUSION.",https://pokeapi.co/api/v2/pokemon-species/97
98,krabby,krabby,generation-i,waters-edge,armor,red,225,70,4,False,False,False,"Its pincers are not only powerful weapons, they areused for balance when walking sideways.",https://pokeapi.co/api/v2/pokemon-species/98
99,kingler,kingler,generation-i,waters-edge,armor,red,60,70,4,False,False,False,"The large pincer has 10000 hp of crushing power.However, its huge size makes it unwieldy to use.",https://pokeapi.co/api/v2/pokemon-species/99
100,voltorb,voltorb,generation-i,urban,ball,red,190,70,-1,False,False,False,"Usually found in power plants. Easily mistakenfor a POKé BALL, they have zapped many people.",https://pokeapi.co/api/v2/pokemon-species/100
101,electrode,electrode,generation-i,urban,ball,red,60,70,-1,False,False,False,It stores electric energy under very high pressure.It often explodes with little or no provocation.,https://pokeapi.co/api/v2/pokemon-species/101
102,exeggcute,exeggcute,generation-i,forest,heads,pink,90,70,4,False,False,False,"Often mistaken for eggs. When disturbed,they quickly gather and attack in swarms.",https://pokeapi.co/api/v2/pokemon-species/102
103,exeggutor,exeggutor,generation-i,forest,legs,yellow,45,70,4,False,False,False,"Legend has it that on rare occasions, one of its headswill drop off and continue on as an EXEGGCUTE.",https://pokeapi.co/api/v2/pokemon-species/103
104,cubone,cubone,generation-i,mountain,upright,brown,190,70,4,False,False,False,"Because it never removes its skull helmet, no onehas ever seen this POKéMON's real face.",https://pokeapi.co/api/v2/pokemon-species/104
105,marowak,marowak,generation-i,mountain,upright,brown,75,70,4,False,False,False,The bone it holds is its key weapon. It throws thebone skillfully like a boomerang to KO targets.,https://pokeapi.co/api/v2/pokemon-species/105
106,hitmonlee,hitmonlee,generation-i,urban,humanoid,brown,45,70,0,False,False,False,"When in a hurry, its legs lengthen progressively.It runs smoothly with extra long, loping strides.",https://pokeapi.co/api/v2/pokemon-species/106
107,hitmonchan,hitmonchan,generation-i,urban,humanoid,brown,45,70,0,False,False,False,"While apparently doing nothing, it fires punches inlightning fast volleys that are impossible to see.",https://pokeapi.co/api/v2/pokemon-species/107
108,lickitung,lickitung,generation-i,grassland,upright,pink,45,70,4,False,False,False,Its tongue can be extended like a chameleon's. Itleaves a tingling sensation when it licks enemies.,https://pokeapi.co/api/v2/pokemon-species/108
109,koffing,koffing,generation-i,urban,ball,purple,190,70,4,False,False,False,"Because it stores several kinds of toxic gases inits body, it is prone to exploding without warning.",https://pokeapi.co/api/v2/pokemon-species/109
110,weezing,weezing,generation-i,urban,heads,purple,60,70,4,False,False,False,"Where two kinds of poison gases meet, 2 KOFFINGscan fuse into a WEEZING over many years.",https://pokeapi.co/api/v2/pokemon-species/110
111,rhyhorn,rhyhorn,generation-i,rough-terrain,quadruped,gray,120,70,4,False,False,False,"A POKéMON with a one-track mind. Once it charges, it won't stop running until it falls asleep.",https://pokeapi.co/api/v2/pokemon-species/111
112,rhydon,rhydon,generation-i,rough-terrain,upright,gray,60,70,4,False,False,False,"Protected by an armor-like hide, it is capable ofliving in molten lava of 3,600 degrees.",https://pokeapi.co/api/v2/pokemon-species/112
113,chansey,chansey,generation-i,urban,upright,pink,30,140,8,False,False,False,A rare and elusive POKéMON that is said to bringhappiness to those who manage to get it.,https://pokeapi.co/api/v2/pokemon-species/113
114,tangela,tangela,generation-i,grassland,legs,blue,45,70,4,False,False,False,The whole body is swathed with wide vines that aresimilar to sea­ weed. Its vines shake as it walks.,https://pokeapi.co/api/v2/pokemon-species/114
115,kangaskhan,kangaskhan,generation-i,grassland,upright,brown,45,70,8,False,False,False,The infant rarely ventures out of its mother'sprotective pouch until it is 3 years old.,https://pokeapi.co/api/v2/pokemon-species/115
116,horsea,horsea,generation-i,sea,blob,blue,225,70,4,False,False,False,Known to shoot down flying bugs with precisionblasts of ink from the surface of the water.,https://pokeapi.co/api/v2/pokemon-species/116
117,seadra,seadra,generation-i,sea,blob,blue,75,70,4,False,False,False,Capable of swim­ ming backwards by rapidly flappingits wing-like pectoral fins and stout tail.,https://pokeapi.co/api/v2/pokemon-species/117
118,goldeen,goldeen,generation-i,waters-edge,fish,red,225,70,4,False,False,False,"Its tail fin billows like an elegant ballroomdress, giving it the nickname of the Water Queen.",https://pokeapi.co/api/v2/pokemon-species/118
119,seaking,seaking,generation-i,waters-edge,fish,red,60,70,4,False,False,False,"In the autumn spawning season, they can be seen swimming powerfully up rivers and creeks.",https://pokeapi.co/api/v2/pokemon-species/119
120,staryu,staryu,generation-i,sea,blob,brown,225,70,-1,False,False,False,"If its body is torn, it can grow back if the red core remains. The core flashes at midnight.",https://pokeapi.co/api/v2/pokemon-species/120
121,starmie,starmie,generation-i,sea,blob,purple,60,70,-1,False,False,False,Its central core glows with the seven colors ofthe rainbow. Some people value the core as a gem.,https://pokeapi.co/api/v2/pokemon-species/121
122,mr-mime,mr_mime,generation-i,urban,humanoid,pink,45,70,4,False,False,False,"If interrupted while it is miming, it willslap around the offender with its broad hands.",https://pokeapi.co/api/v2/pokemon-species/122
123,scyther,scyther,generation-i,grassland,bug-wings,green,45,70,4,False,False,False,"With ninja-like agility and speed, it can create theillusion that there is more than one.",https://pokeapi.co/api/v2/pokemon-species/123
124,jynx,jynx,generation-i,urban,humanoid,red,45,70,8,False,False,False,It seductively wiggles its hips as it walks. Itcan cause people to dance in unison with it.,https://pokeapi.co/api/v2/pokemon-species/124
125,electabuzz,electabuzz,generation-i,grassland,upright,yellow,45,70,2,False,False,False,"Normally found near power plants, they can wanderaway and cause major blackouts in cities.",https://pokeapi.co/api/v2/pokemon-species/125
126,magmar,magmar,generation-i,mountain,upright,red,45,70,2,False,False,False,Its body always burns with an orange glow thatenables it to hide perfectly among flames.,https://pokeapi.co/api/v2/pokemon-species/126
127,pinsir,pinsir,generation-i,forest,humanoid,brown,45,70,4,False,False,False,"If it fails to crush the victim in its pincers,it will swing it around and toss it hard.",https://pokeapi.co/api/v2/pokemon-species/127
128,tauros,tauros,generation-i,grassland,quadruped,brown,45,70,0,False,False,False,"When it targets an enemy, it charges furiouslywhile whipping its body with its long tails.",https://pokeapi.co/api/v2/pokemon-species/128
129,magikarp,magikarp,generation-i,waters-edge,fish,red,255,70,4,False,False,False,"In the distant past, it was somewhat strongerthan the horribly weak descendants that exist today.",https://pokeapi.co/api/v2/pokemon-species/129
130,gyarados,gyarados,generation-i,waters-edge,squiggle,blue,45,70,4,False,False,False,"Once it begins to rampage, a GYARADOS will burn everything down, even in a harsh storm.",https://pokeapi.co/api/v2/pokemon-species/130
131,lapras,lapras,generation-i,sea,fish,blue,45,70,4,False,False,False,A POKéMON that has been over­ hunted almost toextinction. It can ferry people across the water.,https://pokeapi.co/api/v2/pokemon-species/131
132,ditto,ditto,generation-i,urban,ball,purple,35,70,-1,False,False,False,Capable of copying an enemy's genetic code to instantlytransform itself into a duplicate of the enemy.,https://pokeapi.co/api/v2/pokemon-species/132
133,eevee,eevee,generation-i,urban,quadruped,brown,45,70,1,False,False,False,Its genetic code is irregular. It may mutate ifit is exposed to radiation from element STONEs.,https://pokeapi.co/api/v2/pokemon-species/133
134,vaporeon,vaporeon,generation-i,urban,quadruped,blue,45,70,1,False,False,False,Lives close to water. Its long tail is ridgedwith a fin which is often mistaken for a mermaid's.,https://pokeapi.co/api/v2/pokemon-species/134
135,jolteon,jolteon,generation-i,urban,quadruped,yellow,45,70,1,False,False,False,It accumulates negative ions in the atmosphere toblast out 10000- volt lightning bolts.,https://pokeapi.co/api/v2/pokemon-species/135
136,flareon,flareon,generation-i,urban,quadruped,red,45,70,1,False,False,False,"When storing thermal energy in its body, itstemperature could soar to over 1600 degrees.",https://pokeapi.co/api/v2/pokemon-species/136
137,porygon,porygon,generation-i,urban,legs,pink,45,70,-1,False,False,False,A POKéMON that consists entirely of programmingcode. Capable of moving freely in cyberspace.,https://pokeapi.co/api/v2/pokemon-species/137
138,omanyte,omanyte,generation-i,sea,tentacles,blue,45,70,1,False,False,False,"Although long extinct, in rare cases, it can begenetically resurrected from fossils.",https://pokeapi.co/api/v2/pokemon-species/138
139,omastar,omastar,generation-i,sea,tentacles,blue,45,70,1,False,False,False,A prehistoric POKéMON that died out when itsheavy shell made it impossible to catch prey.,https://pokeapi.co/api/v2/pokemon-species/139
140,kabuto,kabuto,generation-i,sea,armor,brown,45,70,1,False,False,False,A POKéMON that was resurrected from a fossilfound in what was once the ocean floor eons ago.,https://pokeapi.co/api/v2/pokemon-species/140
141,kabutops,kabutops,generation-i,sea,upright,brown,45,70,1,False,False,False,Its sleek shape is perfect for swim­ ming. It slashesprey with its claws and drains the body fluids.,https://pokeapi.co/api/v2/pokemon-species/141
