id,name,slug,generation,habitat,shape,color,capture_rate,base_happiness,gender_rate,is_baby,is_legendary,is_mythical,flavor_text_en,sourceUrl
277,swellow,swellow,generation-iii,grassland,wings,blue,45,70,4,False,False,False,"SWELLOW flies high above our heads, making graceful arcs in the sky. This POKéMON dives at a steep angle assoon as it spots its prey. The hapless prey is tightly grasped by SWELLOW’s clawed feet, preventing escape.",https://pokeapi.co/api/v2/pokemon-species/277
278,wingull,wingull,generation-iii,sea,wings,white,190,70,4,False,False,False,WINGULL has the habit of carrying prey and valuables in its beak and hiding them in all sorts of locations.This POKéMON rides the winds and flies as if it were skating across the sky.,https://pokeapi.co/api/v2/pokemon-species/278
279,pelipper,pelipper,generation-iii,sea,wings,yellow,45,70,4,False,False,False,"It is a messenger of the skies, carrying small Pokémon and eggs to safety in its bill.",https://pokeapi.co/api/v2/pokemon-species/279
280,ralts,ralts,generation-iii,urban,humanoid,white,235,35,4,False,False,False,"RALTS senses the emotions of people using the horns on its head. This POKéMON rarely appears beforepeople. But when it does, it draws closer if it senses that the person has a positive disposition.",https://pokeapi.co/api/v2/pokemon-species/280
281,kirlia,kirlia,generation-iii,urban,humanoid,white,120,35,4,False,False,False,It is said that a KIRLIA that is exposed to the positive emotions of its TRAINER grows beautiful.This POKéMON controls psychokinetic powers with its highly developed brain.,https://pokeapi.co/api/v2/pokemon-species/281
282,gardevoir,gardevoir,generation-iii,urban,humanoid,white,45,35,4,False,False,False,"GARDEVOIR has the ability to read the future. If it senses impending danger to its TRAINER, this POKéMON is said tounleash its psychokinetic energy at full power.",https://pokeapi.co/api/v2/pokemon-species/282
283,surskit,surskit,generation-iii,waters-edge,armor,blue,200,70,4,False,False,False,"From the tips of its feet, SURSKIT secretes an oil that enables it to walk on water as if it were skating.This POKéMON feeds on microscopic organisms in ponds and lakes.",https://pokeapi.co/api/v2/pokemon-species/283
284,masquerain,masquerain,generation-iii,waters-edge,bug-wings,blue,75,70,4,False,False,False,MASQUERAIN intimidates enemies with the eyelike patterns on its antennas. This POKéMON flaps its four wings tofreely fly in any direction - even sideways and backwards - as if it were a helicopter.,https://pokeapi.co/api/v2/pokemon-species/284
285,shroomish,shroomish,generation-iii,forest,legs,brown,255,70,4,False,False,False,"SHROOMISH live in damp soil in the dark depths of forests. They are often found keeping still under fallen leaves.This POKéMON feeds on compost that is made up of fallen, rotted leaves.",https://pokeapi.co/api/v2/pokemon-species/285
286,breloom,breloom,generation-iii,forest,upright,green,90,70,4,False,False,False,"BRELOOM closes in on its foe with light and sprightly footwork, then throws punches with its stretchy arms.This POKéMON’s fighting technique puts boxers to shame.",https://pokeapi.co/api/v2/pokemon-species/286
287,slakoth,slakoth,generation-iii,forest,quadruped,brown,255,70,4,False,False,False,"SLAKOTH lolls around for over twenty hours every day. Because it moves so little, it does not need much food.This POKéMON’s sole daily meal consists of just three leaves.",https://pokeapi.co/api/v2/pokemon-species/287
288,vigoroth,vigoroth,generation-iii,forest,upright,white,120,70,4,False,False,False,VIGOROTH is always itching and agitated to go on a wild rampage. It simply can’t tolerate sitting still for even a minute.This POKéMON’s stress level rises if it can’t be moving constantly.,https://pokeapi.co/api/v2/pokemon-species/288
289,slaking,slaking,generation-iii,forest,humanoid,brown,45,70,4,False,False,False,"SLAKING spends all day lying down and lolling about. It eats grass growing within its reach.If it eats all the grass it can reach, this POKéMON reluctantly moves to another spot.",https://pokeapi.co/api/v2/pokemon-species/289
290,nincada,nincada,generation-iii,forest,armor,gray,255,70,4,False,False,False,NINCADA lives underground for many years in complete darkness. This POKéMON absorbs nutrients fromthe roots of trees. It stays motionless as it waits for evolution.,https://pokeapi.co/api/v2/pokemon-species/290
291,ninjask,ninjask,generation-iii,forest,bug-wings,yellow,120,70,4,False,False,False,"NINJASK moves around at such a high speed that it cannot be seen, even while its crying can be clearly heard.For that reason, this POKéMON was long believed to be invisible.",https://pokeapi.co/api/v2/pokemon-species/291
292,shedinja,shedinja,generation-iii,forest,blob,brown,45,70,-1,False,False,False,"SHEDINJA’s hard body doesn’t move - not even a twitch. In fact, its body appears to be merely a hollow shell.It is believed that this POKéMON will steal the spirit of anyone peering into its hollow body from its back.",https://pokeapi.co/api/v2/pokemon-species/292
293,whismur,whismur,generation-iii,cave,upright,pink,190,70,4,False,False,False,"Normally, WHISMUR’s voice is very quiet - it is barely audible even if one is paying close attention.However, if this POKéMON senses danger, it starts crying at an earsplitting volume.",https://pokeapi.co/api/v2/pokemon-species/293
294,loudred,loudred,generation-iii,cave,upright,blue,120,70,4,False,False,False,LOUDRED’s bellowing can completely decimate a wood-frame house. It uses its voice to punish its foes.This POKéMON’s round ears serve as loudspeakers.,https://pokeapi.co/api/v2/pokemon-species/294
295,exploud,exploud,generation-iii,cave,upright,blue,45,70,4,False,False,False,"EXPLOUD triggers earthquakes with the tremors it creates by bellowing. If this POKéMON violently inhales from theports on its body, it’s a sign that it is preparing to let loose a huge bellow.",https://pokeapi.co/api/v2/pokemon-species/295
296,makuhita,makuhita,generation-iii,mountain,humanoid,yellow,180,70,2,False,False,False,"MAKUHITA is tenacious - it will keep getting up and attacking its foe however many times it is knocked down.Every time it gets back up, this POKéMON stores more energy in its body for evolving.",https://pokeapi.co/api/v2/pokemon-species/296
297,hariyama,hariyama,generation-iii,mountain,humanoid,brown,200,70,2,False,False,False,It has the habit of challenging others without hesitation to tests of strength. It’s been known to stand on train tracks and stop trains using forearm thrusts.,https://pokeapi.co/api/v2/pokemon-species/297
298,azurill,azurill,generation-iii,waters-edge,legs,blue,150,70,6,True,False,False,A Pokémon that lives by water. It moves quickly on land by bouncing on its big tail.,https://pokeapi.co/api/v2/pokemon-species/298
299,nosepass,nosepass,generation-iii,cave,humanoid,gray,255,70,4,False,False,False,"NOSEPASS’s magnetic nose is always pointed to the north. If two of these POKéMON meet, they cannot turntheir faces to each other when they are close because their magnetic noses repel one another.",https://pokeapi.co/api/v2/pokemon-species/299
300,skitty,skitty,generation-iii,forest,quadruped,pink,255,70,6,False,False,False,SKITTY has the habit of becoming fascinated by moving objects and chasing them around.This POKéMON is known to chase after its own tail and become dizzy.,https://pokeapi.co/api/v2/pokemon-species/300
301,delcatty,delcatty,generation-iii,forest,quadruped,purple,60,70,6,False,False,False,"DELCATTY prefers to live an unfettered existence in which it can do as it pleases at its own pace.Because this POKéMON eats and sleeps whenever it decides, its daily routines are completely random.",https://pokeapi.co/api/v2/pokemon-species/301
302,sableye,sableye,generation-iii,cave,humanoid,purple,45,35,4,False,False,False,"SABLEYE lead quiet lives deep inside caverns. They are feared, however, because these POKéMON are thought tosteal the spirits of people when their eyes burn with a sinister glow in the darkness.",https://pokeapi.co/api/v2/pokemon-species/302
303,mawile,mawile,generation-iii,cave,humanoid,black,45,70,4,False,False,False,"MAWHILE’s huge jaws are actually steel horns that have been transformed. Its docile-looking face serves to lullits foe into letting down its guard. When the foe least expects it, MAWHILE chomps it with its gaping jaws.",https://pokeapi.co/api/v2/pokemon-species/303
304,aron,aron,generation-iii,mountain,quadruped,gray,180,35,4,False,False,False,"This POKéMON has a body of steel. To make its body, ARON feeds on iron ore that it digs from mountains.Occasionally, it causes major trouble by eating bridges and rails.",https://pokeapi.co/api/v2/pokemon-species/304
305,lairon,lairon,generation-iii,mountain,quadruped,gray,90,35,4,False,False,False,LAIRON tempers its steel body by drinking highly nutritious mineral springwater until it is bloated.This POKéMON makes its nest close to springs of delicious water.,https://pokeapi.co/api/v2/pokemon-species/305
306,aggron,aggron,generation-iii,mountain,upright,gray,45,35,4,False,False,False,AGGRON claims an entire mountain as its own territory. It mercilessly beats up anything that violates its environment.This POKéMON vigilantly patrols its territory at all times.,https://pokeapi.co/api/v2/pokemon-species/306
307,meditite,meditite,generation-iii,mountain,humanoid,blue,180,70,4,False,False,False,"MEDITITE undertakes rigorous mental training deep in the mountains. However, whenever it meditates, thisPOKéMON always loses its concentration and focus. As a result, its training never ends.",https://pokeapi.co/api/v2/pokemon-species/307
308,medicham,medicham,generation-iii,mountain,humanoid,red,90,70,4,False,False,False,"It is said that through meditation, MEDICHAM heightens energy inside its body and sharpens its sixth sense.This POKéMON hides its presence by merging itself with fields and mountains.",https://pokeapi.co/api/v2/pokemon-species/308
309,electrike,electrike,generation-iii,grassland,quadruped,green,120,70,4,False,False,False,ELECTRIKE stores electricity in its long body hair. This POKéMON stimulates its leg muscles with electric charges.These jolts of power give its legs explosive acceleration performance.,https://pokeapi.co/api/v2/pokemon-species/309
310,manectric,manectric,generation-iii,grassland,quadruped,yellow,45,70,4,False,False,False,"MANECTRIC is constantly discharging electricity from its mane. The sparks sometimes ignite forest fires.When it enters a battle, this POKéMON creates thunderclouds.",https://pokeapi.co/api/v2/pokemon-species/310
311,plusle,plusle,generation-iii,grassland,upright,yellow,200,70,4,False,False,False,"PLUSLE always acts as a cheerleader for its partners. Whenever a teammate puts out a good effort in battle, thisPOKéMON shorts out its body to create the crackling noises of sparks to show its joy.",https://pokeapi.co/api/v2/pokemon-species/311
312,minun,minun,generation-iii,grassland,upright,yellow,200,70,4,False,False,False,MINUN is more concerned about cheering on its partners than its own safety. It shorts out the electricity in itsbody to create brilliant showers of sparks to cheer on its teammates.,https://pokeapi.co/api/v2/pokemon-species/312
313,volbeat,volbeat,generation-iii,forest,upright,gray,150,70,0,False,False,False,"With the arrival of night, VOLBEAT emits light from its tail. It communicates with others by adjusting the intensity andflashing of its light. This POKéMON is attracted by the sweet aroma of ILLUMISE.",https://pokeapi.co/api/v2/pokemon-species/313
314,illumise,illumise,generation-iii,forest,humanoid,purple,150,70,8,False,False,False,"With its sweet aroma, it guides Volbeat to draw signs with light in the night sky.",https://pokeapi.co/api/v2/pokemon-species/314
315,roselia,roselia,generation-iii,grassland,humanoid,green,150,70,4,False,False,False,ROSELIA shoots sharp thorns as projectiles at any opponent that tries to steal the flowers on its arms.The aroma of this POKéMON brings serenity to living things.,https://pokeapi.co/api/v2/pokemon-species/315
316,gulpin,gulpin,generation-iii,grassland,arms,green,225,70,4,False,False,False,"Virtually all of GULPIN’s body is its stomach. As a result, it can swallow something its own size.This POKéMON’s stomach contains a special fluid that digests anything.",https://pokeapi.co/api/v2/pokemon-species/316
317,swalot,swalot,generation-iii,grassland,arms,purple,75,70,4,False,False,False,"When SWALOT spots prey, it spurts out a hideously toxic fluid from its pores and sprays the target.Once the prey has weakened, this POKéMON gulps it down whole with its cavernous mouth.",https://pokeapi.co/api/v2/pokemon-species/317
318,carvanha,carvanha,generation-iii,sea,fish,red,225,35,4,False,False,False,CARVANHA’s strongly developed jaws and its sharply pointed fangs pack the destructive power to rip out boat hulls.Many boats have been attacked and sunk by this POKéMON.,https://pokeapi.co/api/v2/pokemon-species/318
319,sharpedo,sharpedo,generation-iii,sea,fish,blue,60,35,4,False,False,False,"Nicknamed “the bully of the sea,” SHARPEDO is widely feared. Its cruel fangs grow back immediatelyif they snap off. Just one of these POKéMON can thoroughly tear apart a supertanker.",https://pokeapi.co/api/v2/pokemon-species/319
320,wailmer,wailmer,generation-iii,sea,fish,blue,125,70,4,False,False,False,WAILMER’s nostrils are located above its eyes. This playful POKéMON loves to startle people by forcefully snortingout seawater it stores inside its body out of its nostrils.,https://pokeapi.co/api/v2/pokemon-species/320
321,wailord,wailord,generation-iii,sea,fish,blue,60,70,4,False,False,False,"WAILORD is the largest of all identified POKéMON up to now. This giant POKéMON swims languorouslyin the vast open sea, eating massive amounts of food at once with its enormous mouth.",https://pokeapi.co/api/v2/pokemon-species/321
322,numel,numel,generation-iii,mountain,quadruped,yellow,255,70,4,False,False,False,"NUMEL is extremely dull witted - it doesn’t notice being hit. However, it can’t stand hunger for even a second.This POKéMON’s body is a seething cauldron of boiling magma.",https://pokeapi.co/api/v2/pokemon-species/322
323,camerupt,camerupt,generation-iii,mountain,quadruped,red,150,70,4,False,False,False,"CAMERUPT has a volcano inside its body. Magma of 18,000 degrees F courses through its body.Occasionally, the humps on this POKéMON’s back erupt, spewing the superheated magma.",https://pokeapi.co/api/v2/pokemon-species/323
324,torkoal,torkoal,generation-iii,mountain,quadruped,brown,90,70,4,False,False,False,You can tell how it’s feeling by the smoke spouting from its shell. Tremendous velocity is a sign of good health.,https://pokeapi.co/api/v2/pokemon-species/324
325,spoink,spoink,generation-iii,mountain,arms,black,255,70,4,False,False,False,"SPOINK bounces around on its tail. The shock of its bouncing makes its heart pump. As a result, this POKéMONcannot afford to stop bouncing - if it stops, its heart will stop.",https://pokeapi.co/api/v2/pokemon-species/325
326,grumpig,grumpig,generation-iii,mountain,upright,purple,60,70,4,False,False,False,"GRUMPIG uses the black pearls on its body to amplify its psychic power waves for gaining total control over its foe.When this POKéMON uses its special power, its snorting breath grows labored.",https://pokeapi.co/api/v2/pokemon-species/326
327,spinda,spinda,generation-iii,mountain,upright,brown,255,70,4,False,False,False,No two Spinda have the same pattern of spots. Its tottering step fouls the aim of foes.,https://pokeapi.co/api/v2/pokemon-species/327
328,trapinch,trapinch,generation-iii,rough-terrain,armor,brown,255,70,4,False,False,False,"TRAPINCH’s nest is a sloped, bowl-like pit dug in sand. This POKéMON patiently waits for prey to tumble down the pit.Its giant jaws have enough strength to crush even boulders.",https://pokeapi.co/api/v2/pokemon-species/328
329,vibrava,vibrava,generation-iii,rough-terrain,bug-wings,green,120,70,4,False,False,False,"To make prey faint, VIBRAVA generates ultrasonic waves by vigorously making its two wings vibrate.This POKéMON’s ultrasonic waves are so powerful, they can bring on headaches in people.",https://pokeapi.co/api/v2/pokemon-species/329
330,flygon,flygon,generation-iii,rough-terrain,wings,green,45,70,4,False,False,False,"FLYGON is nicknamed “the elemental  spirit of the desert.” Because its flapping wings whip up a cloud of sand,this POKéMON is always enveloped in a sandstorm while flying.",https://pokeapi.co/api/v2/pokemon-species/330
331,cacnea,cacnea,generation-iii,rough-terrain,humanoid,green,190,35,4,False,False,False,"CACNEA lives in arid locations such as deserts. It releases a strong aroma from its flower to attract prey.When prey comes near, this POKéMON shoots sharp thorns from its body to bring the victim down.",https://pokeapi.co/api/v2/pokemon-species/331
332,cacturne,cacturne,generation-iii,rough-terrain,humanoid,green,60,35,4,False,False,False,"During the daytime, CACTURNE remains unmoving so that it does not lose any moisture to the harsh desert sun.This POKéMON becomes active at night when the temperature drops.",https://pokeapi.co/api/v2/pokemon-species/332
333,swablu,swablu,generation-iii,forest,wings,blue,255,70,4,False,False,False,SWABLU has light and fluffy wings that are like cottony clouds. This POKéMON is not frightened of people.It lands on the heads of people and sits there like a cotton-fluff hat.,https://pokeapi.co/api/v2/pokemon-species/333
334,altaria,altaria,generation-iii,forest,wings,blue,45,70,4,False,False,False,"ALTARIA dances and wheels through the sky among billowing, cotton-like clouds. By singing melodies in its crystal-clearvoice, this POKéMON makes its listeners experience dreamy wonderment.",https://pokeapi.co/api/v2/pokemon-species/334
335,zangoose,zangoose,generation-iii,grassland,upright,white,90,70,4,False,False,False,Memories of battling its arch-rival SEVIPER are etched into every cell of ZANGOOSE’s body.This POKéMON adroitly dodges attacks with incredible agility.,https://pokeapi.co/api/v2/pokemon-species/335
336,seviper,seviper,generation-iii,grassland,squiggle,black,90,70,4,False,False,False,SEVIPER shares a generations-long feud with ZANGOOSE. The scars on its body are evidence of vicious battles.This POKéMON attacks using its sword- edged tail.,https://pokeapi.co/api/v2/pokemon-species/336
337,lunatone,lunatone,generation-iii,cave,ball,yellow,45,70,-1,False,False,False,"LUNATONE was discovered at a location where a meteorite fell. As a result, some people theorize that this POKéMONcame from space. However, no one has been able to prove this theory so far.",https://pokeapi.co/api/v2/pokemon-species/337
338,solrock,solrock,generation-iii,cave,ball,red,45,70,-1,False,False,False,"Solar energy is the source of its power, so it is strong during the daytime. When it spins, its body shines.",https://pokeapi.co/api/v2/pokemon-species/338
339,barboach,barboach,generation-iii,waters-edge,fish,gray,190,70,4,False,False,False,"BARBOACH’s sensitive whiskers serve as a superb radar system. This POKéMON hides in mud, leaving onlyits two whiskers exposed while it waits for prey to come along.",https://pokeapi.co/api/v2/pokemon-species/339
340,whiscash,whiscash,generation-iii,waters-edge,fish,blue,75,70,4,False,False,False,"WHISCASH is extremely territorial. Just one of these POKéMON will claim a large pond as its exclusive territory.If a foe approaches it, it thrashes about and triggers a massive earthquake.",https://pokeapi.co/api/v2/pokemon-species/340
341,corphish,corphish,generation-iii,waters-edge,armor,red,205,70,4,False,False,False,Its hardy vitality enables it to adapt to any environment. Its pincers will never release prey.,https://pokeapi.co/api/v2/pokemon-species/341
342,crawdaunt,crawdaunt,generation-iii,waters-edge,armor,red,155,70,4,False,False,False,"CRAWDAUNT has an extremely violent nature that compels it to challenge other living things to battle.Other life-forms refuse to live in ponds inhabited by this POKéMON, making them desolate places.",https://pokeapi.co/api/v2/pokemon-species/342
343,baltoy,baltoy,generation-iii,rough-terrain,arms,brown,255,70,-1,False,False,False,BALTOY moves while spinning around on its one foot. Primitive wall paintings depicting this POKéMON living amongpeople were discovered in some ancient ruins.,https://pokeapi.co/api/v2/pokemon-species/343
344,claydol,claydol,generation-iii,rough-terrain,arms,black,90,70,-1,False,False,False,CLAYDOL are said to be dolls of mud made by primitive humans and brought to life by exposure to a mysterious ray.This POKéMON moves about while levitating.,https://pokeapi.co/api/v2/pokemon-species/344
345,lileep,lileep,generation-iii,sea,blob,purple,45,70,1,False,False,False,LILEEP became extinct approximately a hundred million years ago. This ancient POKéMON attaches itselfto a rock on the seafloor and catches approaching prey using tentacles  shaped like flower petals.,https://pokeapi.co/api/v2/pokemon-species/345
346,cradily,cradily,generation-iii,sea,blob,green,45,70,1,False,False,False,CRADILY roams around the ocean floor in search of food. This POKéMON freely extends its tree trunk-like neck andcaptures unwary prey using its eight tentacles.,https://pokeapi.co/api/v2/pokemon-species/346
347,anorith,anorith,generation-iii,waters-edge,armor,gray,45,70,1,False,False,False,ANORITH was regenerated from a prehistoric fossil. This primitive POKéMON once lived in warm seas.It grips its prey firmly between its two large claws.,https://pokeapi.co/api/v2/pokemon-species/347
348,armaldo,armaldo,generation-iii,waters-edge,upright,gray,45,70,1,False,False,False,ARMALDO’s tough armor makes all attacks bounce off. This POKéMON’s two enormous claws can be freely extendedor contracted. They have the power to punch right through a steel slab.,https://pokeapi.co/api/v2/pokemon-species/348
349,feebas,feebas,generation-iii,waters-edge,fish,brown,255,70,4,False,False,False,"FEEBAS’s fins are ragged and tattered from the start of its life. Because of its shoddy appearance, thisPOKéMON is largely ignored. It is capable of living in both the sea and in rivers.",https://pokeapi.co/api/v2/pokemon-species/349
350,milotic,milotic,generation-iii,waters-edge,squiggle,pink,60,70,4,False,False,False,Its lovely scales are described as rainbow colored. They change color depending on the viewing angle.,https://pokeapi.co/api/v2/pokemon-species/350
351,castform,castform,generation-iii,grassland,ball,gray,45,70,4,False,False,False,CASTFORM’s appearance changes with the weather. This POKéMON gained the ability to usethe vast power of nature to protect its tiny body.,https://pokeapi.co/api/v2/pokemon-species/351
352,kecleon,kecleon,generation-iii,forest,upright,green,200,70,4,False,False,False,It changes body color to blend in with its surroundings. It also changes color if it is happy or sad.,https://pokeapi.co/api/v2/pokemon-species/352
353,shuppet,shuppet,generation-iii,urban,ball,black,225,35,4,False,False,False,"SHUPPET is attracted by feelings of jealousy and vindictiveness. If someone develops strong feelings ofvengeance, this POKéMON will appear in a swarm and line up beneath the eaves of that person’s home.",https://pokeapi.co/api/v2/pokemon-species/353
354,banette,banette,generation-iii,urban,upright,black,45,35,4,False,False,False,BANETTE generates energy for laying strong curses by sticking pins into its own body.This POKéMON was originally a pitiful plush doll that was thrown away.,https://pokeapi.co/api/v2/pokemon-species/354
355,duskull,duskull,generation-iii,forest,arms,black,190,35,4,False,False,False,"DUSKULL can pass through any wall no matter how thick it may be. Once this POKéMON chooses a target,it will doggedly pursue the intended victim until the break of dawn.",https://pokeapi.co/api/v2/pokemon-species/355
356,dusclops,dusclops,generation-iii,forest,humanoid,black,90,35,4,False,False,False,"DUSCLOPS’s body is completely hollow - there is nothing at all inside. It is said that its body is like a blackhole. This POKéMON will absorb anything into its body, but nothing will ever come back out.",https://pokeapi.co/api/v2/pokemon-species/356
357,tropius,tropius,generation-iii,forest,quadruped,green,200,70,4,False,False,False,"The bunches of fruit around TROPIUS’s neck are very popular with children. This POKéMON loves fruit, and eats itcontinuously. Apparently, its love for fruit resulted in its own outgrowth of fruit.",https://pokeapi.co/api/v2/pokemon-species/357
358,chimecho,chimecho,generation-iii,grassland,arms,blue,45,70,4,False,False,False,"CHIMECHO makes its cries echo inside its hollow body. When this POKéMON becomes enraged, its criesresult in ultrasonic waves that have the power to knock foes flying.",https://pokeapi.co/api/v2/pokemon-species/358
359,absol,absol,generation-iii,mountain,quadruped,white,30,35,4,False,False,False,"Every time ABSOL appears before people, it is followed by a disaster such as an earthquake or a tidal wave.As a result, it came to be known as the disaster POKéMON.",https://pokeapi.co/api/v2/pokemon-species/359
360,wynaut,wynaut,generation-iii,cave,upright,blue,125,70,4,True,False,False,"WYNAUT can always be seen with a big, happy smile on its face. Look at its tail to determine if it is angry.When angered, this POKéMON will be slapping the ground with its tail.",https://pokeapi.co/api/v2/pokemon-species/360
361,snorunt,snorunt,generation-iii,cave,humanoid,gray,190,70,4,False,False,False,"SNORUNT live in regions with heavy snowfall. In seasons without snow, such as spring and summer, this POKéMONsteals away to live quietly among stalactites and stalagmites deep in caverns.",https://pokeapi.co/api/v2/pokemon-species/361
